date,price
2017-05-24 20:48:44,2.2
2017-05-24 20:25:56,2.2
2017-05-24 18:20:35,2.1
2017-05-24 17:49:24,2.3
2017-05-24 00:26:43,2.2
2017-05-24 00:07:26,2.2
2017-05-24 00:04:17,2.2
2017-05-23 23:42:14,2.3
2017-05-23 23:41:52,2.2
2017-05-23 23:20:08,2.2
2017-05-23 22:54:43,2.2
2017-05-23 22:33:00,2.2
2017-05-23 20:55:48,2.1
2017-05-23 18:46:23,2.2
2017-05-23 18:21:55,2.1
2017-05-23 17:59:05,2.1
2017-05-23 17:36:07,2.2
2017-05-23 17:08:29,2.2
2017-05-23 00:43:52,2.1
2017-05-23 00:22:09,2.2
2017-05-23 00:00:24,2.2
2017-05-22 23:38:48,2.1
2017-05-22 22:58:55,2.2
2017-05-22 22:28:48,2.1
2017-05-22 21:32:14,2.2
2017-05-22 20:27:04,2.1
2017-05-22 18:49:14,2.2
2017-05-22 18:26:14,2.1
2017-05-22 17:31:24,2.1
2017-05-20 01:46:33,2.2
2017-05-20 00:30:12,2.1
2017-05-19 23:38:34,2.2
2017-05-19 21:42:53,2.1
2017-05-19 20:19:36,2.1
2017-05-19 19:56:51,2.1
2017-05-19 19:07:46,2.2
2017-05-19 18:33:57,2.3
2017-05-19 17:41:29,2.2
2017-05-19 16:35:54,2.2
2017-05-18 23:31:42,2.1
2017-05-18 23:03:14,2.1
2017-05-18 23:03:06,2.1
2017-05-18 22:31:04,2.1
2017-05-18 22:30:42,2.2
2017-05-18 22:08:14,2.1
2017-05-18 21:35:10,2.1
2017-05-18 21:11:29,2.1
2017-05-18 20:20:29,2.1
2017-05-18 20:20:01,2.1
2017-05-18 19:02:45,2.1
2017-05-18 18:09:58,2.1
2017-05-18 17:46:43,2.1
2017-05-18 17:20:09,2.1
2017-05-18 15:56:14,2.1
2017-05-18 06:35:17,2.1
2017-05-18 02:03:17,2.1
2017-05-18 00:42:10,2.1
2017-05-17 22:05:39,2.2
2017-05-17 22:04:55,2.1
2017-05-17 21:43:22,2.1
2017-05-17 21:21:36,2.1
2017-05-17 19:02:09,2.3
2017-05-17 18:36:35,2.1
2017-05-17 18:14:58,2.1
2017-05-17 17:53:11,2.1
2017-05-17 17:31:54,2.1
2017-05-17 16:45:13,2.1
2017-05-16 23:19:19,2.1
2017-05-16 23:17:03,2.1
2017-05-16 22:49:34,2.1
2017-05-16 21:27:06,2.2
2017-05-16 21:05:38,2.1
2017-05-16 20:44:09,2.1
2017-05-16 20:02:20,2.1
2017-05-16 17:50:11,2.1
2017-05-16 17:35:40,2.1
2017-05-16 15:18:00,2.2
2017-05-16 14:36:38,2.3
2017-05-16 00:25:21,2.1
2017-05-16 00:03:04,2.1
2017-05-16 00:02:55,2.1
2017-05-15 22:41:40,2.2
2017-05-15 21:27:42,2.1
2017-05-15 20:54:16,2.3
2017-05-15 20:32:20,2.1
2017-05-15 19:16:15,2.1
2017-05-15 15:32:20,2.1
2017-05-13 01:36:40,2.1
2017-05-13 01:01:01,2.1
2017-05-13 00:39:33,2.1
2017-05-13 00:17:29,2.1
2017-05-12 23:54:51,2.1
2017-05-12 23:11:53,2.2
2017-05-12 21:51:48,2.2
2017-05-12 21:29:11,2.1
2017-05-12 20:36:00,2.2
2017-05-12 19:17:55,2.1
2017-05-12 18:55:48,2.2
2017-05-12 18:31:27,2.1
2017-05-12 18:06:08,2.1
2017-05-12 17:38:55,2.1
2017-05-12 17:15:01,2.2
2017-05-12 16:04:26,2.1
2017-05-12 15:40:54,2.2
2017-05-12 00:45:09,2.3
2017-05-12 00:42:24,2.1
2017-05-12 00:42:01,2.2
2017-05-11 23:54:46,2.2
2017-05-11 23:54:22,2.1
2017-05-11 23:51:52,2.1
2017-05-11 23:50:41,2.2
2017-05-11 23:48:53,2.1
2017-05-11 23:48:18,2.1
2017-05-11 23:43:48,2.1
2017-05-11 23:41:21,2.2
2017-05-11 23:41:15,2.1
2017-05-11 23:38:06,2.2
2017-05-11 23:37:51,2.1
2017-05-11 23:31:21,2.1
2017-05-11 22:56:28,2.2
2017-05-11 22:54:49,2.2
2017-05-11 22:31:33,2.3
2017-05-11 22:09:11,2.1
2017-05-11 21:58:30,2.3
2017-05-11 21:53:50,2.2
2017-05-11 21:53:17,2.1
2017-05-11 21:53:11,2.2
2017-05-11 21:52:34,2.1
2017-05-11 21:52:15,2.1
2017-05-11 21:52:10,2.3
2017-05-11 21:32:19,2.1
2017-05-11 21:31:45,2.3
2017-05-11 21:29:45,2.1
2017-05-11 21:29:18,2.2
2017-05-11 21:28:53,2.3
2017-05-11 21:28:21,2.1
2017-05-11 21:28:15,2.1
2017-05-11 21:28:07,2.2
2017-05-11 21:14:36,2.1
2017-05-11 21:11:02,2.1
2017-05-11 21:08:44,2.1
2017-05-11 21:08:30,2.2
2017-05-11 21:08:23,2.1
2017-05-11 20:15:42,2.1
2017-05-11 19:54:23,2.2
2017-05-11 19:16:10,2.1
2017-05-11 18:12:18,2.2
2017-05-11 18:03:21,2.1
2017-05-11 18:00:30,2.2
2017-05-11 17:57:12,2.1
2017-05-11 17:56:15,2.1
2017-05-11 17:41:56,2.1
2017-05-11 17:20:07,2.1
2017-05-11 01:05:02,2.1
2017-05-10 20:53:05,2.1
2017-05-10 20:30:30,2.1
2017-05-10 19:47:16,2.2
2017-05-10 17:55:25,1.8
2017-05-10 17:23:54,2.1
2017-05-10 16:28:25,2.1
2017-05-10 16:04:03,2.1
2017-05-10 01:10:54,2.1
2017-05-10 00:24:14,2.1
2017-05-09 22:39:40,2.2
2017-05-09 22:16:51,2.1
2017-05-09 21:55:04,2.2
2017-05-09 21:17:23,2.1
2017-05-09 20:55:11,2.1
2017-05-09 20:52:47,2.1
2017-05-09 20:32:06,2.1
2017-05-09 20:31:38,2.1
2017-05-09 20:10:12,2.1
2017-05-09 19:52:05,2.2
2017-05-09 18:03:48,2.1
2017-05-09 17:41:30,2.1
2017-05-09 17:15:43,2.1
2017-05-09 15:53:53,2.1
2017-05-09 15:11:45,2.1
2017-05-09 00:41:23,2.2
2017-05-09 00:37:48,2.1
2017-05-09 00:14:08,2.1
2017-05-08 23:49:31,2.1
2017-05-08 23:27:51,2.1
2017-05-08 23:04:48,2.1
2017-05-08 22:23:11,2.1
2017-05-08 22:21:57,2.1
2017-05-08 21:14:45,2.1
2017-05-08 20:45:36,2.1
2017-05-08 20:23:42,2.1
2017-05-08 18:42:06,2.2
2017-05-08 18:18:36,2.2
2017-05-08 17:59:50,2.1
2017-05-06 05:15:38,2.1
2017-05-06 04:46:37,2.2
2017-05-06 00:51:41,2.1
2017-05-05 23:56:34,2.2
2017-05-05 23:12:35,2.1
2017-05-05 21:51:52,2.1
2017-05-05 18:48:32,2.1
2017-05-05 18:15:26,2.1
2017-05-05 17:53:52,2.1
2017-05-05 06:28:31,2.1
2017-05-05 01:42:03,2.2
2017-05-05 01:05:05,2.1
2017-05-05 00:48:25,2.1
2017-05-04 23:57:14,2.1
2017-05-04 22:00:03,2.1
2017-05-04 21:40:09,2.1
2017-05-04 19:06:41,2.1
2017-05-04 17:15:25,2.1
2017-05-04 01:22:18,2.1
2017-05-04 00:46:19,2.1
2017-05-04 00:12:09,2.2
2017-05-03 23:16:07,2.1
2017-05-03 22:01:19,2.1
2017-05-03 21:17:10,2.1
2017-05-03 20:47:51,2.2
2017-05-03 20:27:27,2.1
2017-05-03 20:07:45,2.1
2017-05-03 18:50:38,2.1
2017-05-03 16:54:40,2.2
2017-05-03 00:29:17,2.1
2017-05-03 00:07:11,2.2
2017-05-02 23:44:59,2.1
2017-05-02 23:07:40,2.1
2017-05-02 21:16:49,2.1
2017-05-02 19:32:25,2.1
2017-05-02 19:08:58,2.1
2017-05-02 18:47:59,2.2
2017-05-02 16:24:04,2.2
2017-05-02 00:45:39,2.1
2017-05-02 00:26:16,2.2
2017-05-01 23:54:47,2.1
2017-05-01 23:32:25,2.1
2017-05-01 22:43:57,2.1
2017-05-01 21:10:05,2.1
2017-05-01 20:42:49,2.1
2017-05-01 19:52:39,2.1
2017-05-01 19:33:14,2.1
2017-05-01 18:13:20,2.1
2017-04-29 01:19:39,2.1
2017-04-29 00:49:26,2.1
2017-04-29 00:34:41,2.1
2017-04-29 00:15:11,2.1
2017-04-28 23:54:42,2.1
2017-04-28 23:10:53,2.1
2017-04-28 22:51:40,2.1
2017-04-28 21:54:51,2.1
2017-04-28 21:14:47,2.1
2017-04-28 18:54:14,2.1
2017-04-28 15:38:28,2.1
2017-04-28 01:11:32,2.1
2017-04-28 00:46:27,2.2
2017-04-28 00:09:50,2.1
2017-04-27 23:49:03,2.1
2017-04-27 22:19:50,2.2
2017-04-27 21:59:30,2.1
2017-04-27 21:37:49,2.1
2017-04-27 19:25:38,2.1
2017-04-27 19:17:36,2.1
2017-04-27 18:56:59,2.2
2017-04-27 18:20:28,2.1
2017-04-27 17:40:50,2.1
2017-04-27 16:46:07,2.1
2017-04-27 04:15:42,2.1
2017-04-26 23:39:30,2.1
2017-04-26 23:14:55,2.1
2017-04-26 22:56:23,2.1
2017-04-26 21:58:40,2.1
2017-04-26 20:58:36,2.1
2017-04-26 20:58:30,2.2
2017-04-26 17:29:38,2.1
2017-04-26 01:41:40,2.2
2017-04-26 01:14:40,2.1
2017-04-26 00:55:05,2.1
2017-04-26 00:34:55,2.2
2017-04-26 00:24:38,2.1
2017-04-26 00:15:04,2.1
2017-04-25 23:54:20,2.1
2017-04-25 22:49:28,2.1
2017-04-25 20:42:01,2.1
2017-04-25 00:27:35,2.1
2017-04-24 23:37:31,2.1
2017-04-24 23:09:15,2.1
2017-04-24 23:06:51,2.1
2017-04-24 22:46:45,2.1
2017-04-24 21:38:15,2.1
2017-04-24 21:17:31,2.1
2017-04-24 20:56:45,2.1
2017-04-24 18:51:43,2.1
2017-04-24 14:04:59,2.1
2017-04-22 01:09:32,2.1
2017-04-22 00:51:25,2.1
2017-04-21 23:08:48,2.1
2017-04-21 22:07:13,2.1
2017-04-21 20:49:52,2.1
2017-04-21 18:35:16,2.1
2017-04-21 17:53:14,2.1
2017-04-21 17:14:48,2.2
2017-04-21 15:44:10,2.1
2017-04-21 01:59:05,2.1
2017-04-21 01:39:16,2.1
2017-04-21 00:32:06,2.2
2017-04-20 22:25:11,2.1
2017-04-20 22:05:36,2.1
2017-04-20 21:46:25,2.1
2017-04-20 21:29:27,2.1
2017-04-20 21:15:13,2.1
2017-04-20 18:38:43,2.1
2017-04-20 18:05:31,1.8
2017-04-20 17:57:38,2.1
2017-04-20 17:14:05,2.1
2017-04-20 02:17:31,2.1
2017-04-20 01:44:06,2.2
2017-04-19 23:45:51,2.1
2017-04-19 23:31:10,2.1
2017-04-19 23:07:28,2.2
2017-04-19 22:53:52,2.1
2017-04-19 22:40:07,2.1
2017-04-19 22:26:48,2.1
2017-04-19 21:07:22,2.1
2017-04-19 20:44:36,2.2
2017-04-19 20:30:43,2.1
2017-04-19 18:46:41,2.1
2017-04-19 18:31:59,2.1
2017-04-19 00:21:30,2.1
2017-04-19 00:08:27,2.1
2017-04-18 23:53:58,2.1
2017-04-18 22:57:46,2.2
2017-04-18 22:37:31,2.1
2017-04-18 21:21:00,2.1
2017-04-18 20:58:13,2.1
2017-04-18 19:41:11,2.1
2017-04-18 16:51:26,2.1
2017-04-18 16:19:50,2.1
2017-04-18 00:50:44,2.2
2017-04-18 00:36:27,2.2
2017-04-18 00:21:47,2.1
2017-04-17 21:36:09,2.1
2017-04-17 20:57:08,2.1
2017-04-17 19:22:53,2.1
2017-04-15 01:23:25,2.1
2017-04-14 22:33:01,2.1
2017-04-14 21:31:40,2.1
2017-04-14 18:31:45,2.2
2017-04-14 17:12:11,2.1
2017-04-14 15:54:52,2.1
2017-04-14 00:41:21,2.1
2017-04-13 23:07:41,2.1
2017-04-13 22:54:33,2.1
2017-04-13 21:58:47,2.1
2017-04-13 21:22:32,2.1
2017-04-13 21:05:06,2.2
2017-04-13 20:40:03,2.2
2017-04-13 19:47:10,2.1
2017-04-13 19:23:39,2.1
2017-04-13 19:10:16,2.1
2017-04-13 18:56:57,2.2
2017-04-13 18:42:46,2.1
2017-04-13 18:16:22,2.1
2017-04-13 17:12:14,2.1
2017-04-13 05:48:04,2.1
2017-04-13 02:06:33,2.1
2017-04-13 01:28:55,2.1
2017-04-13 00:44:16,2.1
2017-04-13 00:23:14,2.1
2017-04-13 00:03:00,2.1
2017-04-12 23:59:12,2.1
2017-04-12 23:25:50,2.2
2017-04-12 22:59:23,2.1
2017-04-12 22:22:13,2.1
2017-04-12 21:42:04,2.1
2017-04-12 21:17:30,1.0
2017-04-12 21:01:46,2.2
2017-04-12 20:42:05,2.2
2017-04-12 20:29:23,2.1
2017-04-12 19:24:13,2.1
2017-04-12 18:28:00,2.1
2017-04-12 16:06:45,2.1
2017-04-12 14:41:08,2.1
2017-04-12 01:25:41,2.1
2017-04-12 00:20:44,2.1
2017-04-11 23:34:24,2.1
2017-04-11 22:55:32,2.1
2017-04-11 22:41:50,2.2
2017-04-11 22:11:33,2.1
2017-04-11 20:58:43,2.1
2017-04-11 20:44:35,2.2
2017-04-11 20:30:17,2.1
2017-04-11 19:59:26,2.1
2017-04-11 18:57:00,2.1
2017-04-11 18:41:15,2.1
2017-04-11 18:26:19,2.1
2017-04-11 16:59:49,2.1
2017-04-11 16:30:00,2.1
2017-04-11 15:54:34,2.1
2017-04-11 15:40:38,2.1
2017-04-11 00:16:44,2.1
2017-04-11 00:02:18,2.1
2017-04-10 23:29:46,2.1
2017-04-10 20:12:12,2.1
2017-04-10 19:25:21,2.1
2017-04-10 19:00:25,2.1
2017-04-10 18:08:35,2.2
2017-04-10 16:09:35,2.2
2017-04-10 15:32:11,2.1
2017-04-08 02:16:08,2.1
2017-04-08 01:33:24,2.1
2017-04-08 01:00:05,2.1
2017-04-08 00:41:13,2.1
2017-04-07 23:53:55,2.2
2017-04-07 23:40:21,2.2
2017-04-07 23:04:12,2.1
2017-04-07 21:23:56,2.1
2017-04-07 20:57:44,2.1
2017-04-07 19:12:23,2.1
2017-04-07 18:21:01,2.1
2017-04-07 18:02:44,2.1
2017-04-07 16:57:00,2.1
2017-04-07 16:37:36,2.1
2017-04-07 16:23:48,2.1
2017-04-07 01:23:32,2.1
2017-04-07 00:24:31,2.1
2017-04-06 22:07:20,2.0
2017-04-06 21:11:30,2.1
2017-04-06 17:52:09,2.1
2017-04-06 17:43:00,2.1
2017-04-06 17:40:02,2.1
2017-04-06 00:21:32,2.1
2017-04-05 23:23:24,2.1
2017-04-05 23:13:05,2.1
2017-04-05 23:09:21,2.1
2017-04-05 22:50:05,2.1
2017-04-05 22:46:46,2.1
2017-04-05 22:24:56,2.1
2017-04-05 22:21:17,2.1
2017-04-05 21:54:54,2.1
2017-04-05 21:51:25,2.1
2017-04-05 21:32:17,2.1
2017-04-05 21:16:00,2.1
2017-04-05 21:08:52,2.1
2017-04-05 21:02:54,2.1
2017-04-05 20:51:23,2.1
2017-04-05 20:47:16,2.1
2017-04-05 19:37:43,2.1
2017-04-05 19:32:57,2.1
2017-04-05 19:16:54,2.1
2017-04-05 19:13:50,2.1
2017-04-05 18:54:52,2.1
2017-04-05 18:40:40,2.1
2017-04-05 18:19:09,2.1
2017-04-05 17:47:50,2.1
2017-04-05 17:42:53,2.1
2017-04-05 17:32:12,2.1
2017-04-05 16:50:43,2.1
2017-04-05 00:40:17,2.1
2017-04-04 23:38:46,2.1
2017-04-04 23:02:11,2.1
2017-04-04 22:37:05,2.1
2017-04-04 22:36:31,2.1
2017-04-04 22:24:03,2.1
2017-04-04 21:52:42,2.1
2017-04-04 21:03:28,2.1
2017-04-04 20:55:39,2.1
2017-04-04 20:35:59,2.1
2017-04-04 20:29:29,2.1
2017-04-04 18:44:29,2.1
2017-04-04 18:31:53,2.1
2017-04-04 00:33:41,2.2
2017-04-03 23:50:49,2.1
2017-04-03 23:10:15,2.1
2017-04-03 22:52:01,2.1
2017-04-03 22:39:49,2.1
2017-04-03 21:51:35,2.1
2017-04-03 21:38:48,2.1
2017-04-03 20:53:36,2.1
2017-04-03 20:53:30,2.1
2017-04-03 20:32:30,2.1
2017-04-03 19:19:10,2.2
2017-04-03 18:30:29,2.1
2017-04-03 16:40:08,2.1
2017-04-01 00:08:52,2.1
2017-03-31 23:48:21,2.1
2017-03-31 23:33:18,2.1
2017-03-31 22:46:33,2.1
2017-03-31 21:40:24,2.1
2017-03-31 21:22:17,2.2
2017-03-31 21:04:07,2.1
2017-03-31 20:46:24,2.1
2017-03-31 20:33:51,2.2
2017-03-31 18:41:30,2.1
2017-03-31 17:22:24,2.1
2017-03-31 17:03:51,2.1
2017-03-31 05:14:29,2.1
2017-03-31 00:20:03,2.1
2017-03-31 00:07:47,2.1
2017-03-31 00:07:31,2.1
2017-03-30 23:51:38,2.1
2017-03-30 23:29:12,2.1
2017-03-30 22:52:49,2.1
2017-03-30 22:16:10,2.1
2017-03-30 20:48:39,2.1
2017-03-30 19:33:54,2.1
2017-03-30 19:15:33,2.1
2017-03-30 18:33:31,2.1
2017-03-30 18:17:48,2.2
2017-03-30 17:58:15,2.1
2017-03-30 17:36:51,2.3
2017-03-30 05:49:36,2.1
2017-03-30 02:13:31,2.1
2017-03-30 00:59:06,2.1
2017-03-29 22:22:38,2.1
2017-03-29 20:47:24,2.1
2017-03-29 20:32:53,2.1
2017-03-29 19:10:29,2.1
2017-03-29 19:09:31,2.1
2017-03-29 18:18:23,2.1
2017-03-29 18:01:04,2.1
2017-03-29 17:35:55,2.1
2017-03-29 09:39:03,2.1
2017-03-29 04:23:12,2.1
2017-03-29 01:13:45,2.1
2017-03-29 00:46:14,2.1
2017-03-29 00:44:28,2.1
2017-03-29 00:28:04,2.1
2017-03-29 00:14:29,2.1
2017-03-29 00:14:24,2.1
2017-03-28 23:54:59,2.1
2017-03-28 23:26:32,2.1
2017-03-28 23:05:08,2.1
2017-03-28 22:16:03,2.1
2017-03-28 21:36:11,2.1
2017-03-28 20:54:08,2.2
2017-03-28 20:38:42,2.1
2017-03-28 18:22:36,2.1
2017-03-28 17:23:08,2.2
2017-03-28 17:08:23,2.1
2017-03-28 03:13:55,2.1
2017-03-28 01:05:10,2.1
2017-03-28 00:53:08,2.1
2017-03-28 00:30:00,2.1
2017-03-27 23:59:18,1.7
2017-03-27 23:02:48,2.1
2017-03-27 22:36:56,2.1
2017-03-27 21:25:43,2.1
2017-03-27 21:08:12,2.1
2017-03-27 20:42:38,2.1
2017-03-27 20:20:18,2.1
2017-03-25 00:41:41,2.1
2017-03-25 00:23:14,2.1
2017-03-24 23:54:23,2.1
2017-03-24 23:28:19,2.1
2017-03-24 23:15:46,2.2
2017-03-24 22:58:44,2.1
2017-03-24 22:40:50,2.1
2017-03-24 22:27:41,2.1
2017-03-24 21:36:50,2.1
2017-03-24 21:07:01,2.1
2017-03-24 20:54:35,2.1
2017-03-24 20:38:32,2.1
2017-03-24 18:43:19,2.1
2017-03-24 18:18:24,2.1
2017-03-24 02:26:16,2.1
2017-03-24 01:34:56,2.1
2017-03-24 01:18:29,2.1
2017-03-24 00:53:14,2.1
2017-03-24 00:52:14,2.1
2017-03-24 00:39:27,2.1
2017-03-24 00:19:11,2.1
2017-03-23 23:51:37,2.1
2017-03-23 23:51:13,2.1
2017-03-23 23:33:47,2.1
2017-03-23 23:20:50,2.1
2017-03-23 23:06:40,2.1
2017-03-23 22:38:47,2.1
2017-03-23 22:10:37,2.1
2017-03-23 19:46:01,2.1
2017-03-23 19:25:15,2.1
2017-03-23 18:42:51,2.1
2017-03-23 17:53:01,2.1
2017-03-23 17:40:27,2.1
2017-03-23 17:27:22,2.1
2017-03-23 05:37:31,2.1
2017-03-22 23:49:59,2.1
2017-03-22 22:04:42,2.1
2017-03-22 21:41:23,2.3
2017-03-22 21:29:26,2.3
2017-03-22 21:08:33,2.1
2017-03-22 21:07:19,2.1
2017-03-22 20:54:36,2.1
2017-03-22 20:17:08,2.1
2017-03-22 18:14:13,2.1
2017-03-22 17:58:28,2.1
2017-03-22 17:44:51,2.1
2017-03-22 17:43:48,2.1
2017-03-22 17:22:34,2.1
2017-03-22 05:37:00,2.1
2017-03-22 00:48:40,2.1
2017-03-22 00:35:52,2.1
